,VOLUME,VWAP,IMS,TRADES,CONC,TAM_VOLUME,TAM_VWAP,TAM_IMS,TAM_TRADES,TAM_CONC,HFA_VOLUME,HFA_VWAP,HFA_IMS,HFA_TRADES,HFA_CONC,RTW_VOLUME,RTW_VWAP,RTW_IMS,RTW_TRADES,RTW_CONC,B,S,E,F
1579,81868,31.51,4,7,0.48,0.0,0.0,0.0,0.0,0.0,81868.0,31.51,4.0,7.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1580,5103500,5.49,17,18,0.17,1575500.0,5.49,11.0,12.0,0.32,3528000.0,5.49,6.0,6.0,0.29,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1581,249347,28.73,6,6,0.26,249347.0,28.73,6.0,6.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1582,175838,2.19,6,6,0.58,175838.0,2.19,6.0,6.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1584,166873,1.42,5,5,0.37,166873.0,1.42,5.0,5.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1585,290161,8.6,11,15,0.6,290161.0,8.6,11.0,15.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1586,1430000,101.23,3,4,0.55,1430000.0,101.23,3.0,4.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1587,34316000,105.7,7,7,0.55,34316000.0,105.7,7.0,7.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1588,6036770,25.28,13,22,0.4,6036770.0,25.28,13.0,22.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1589,10491000,100.61,4,4,0.89,10491000.0,100.61,4.0,4.0,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1590,296062,318.29,8,9,0.7,296062.0,318.29,8.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1591,294556,9.34,6,6,0.48,294556.0,9.34,6.0,6.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1592,4547422,3.06,23,34,0.17,4345609.0,3.06,19.0,29.0,0.19,201813.0,3.06,4.0,5.0,0.77,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1595,1158652,8.17,7,7,0.75,1158652.0,8.17,7.0,7.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1596,970,9212.23,5,6,0.36,970.0,9212.23,5.0,6.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1597,236088,5806.91,20,32,0.23,189488.0,5811.22,14.0,24.0,0.33,46600.0,5789.38,6.0,8.0,0.36,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1598,5000,77.7,14,20,0.17,3742.0,77.64,11.0,16.0,0.23,1258.0,77.9,3.0,4.0,0.62,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1599,6800,2567.93,3,3,0.5,6800.0,2567.93,3.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1600,193792,4.08,3,8,0.75,0.0,0.0,0.0,0.0,0.0,193792.0,4.08,3.0,8.0,0.75,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1603,5700,610.74,3,5,0.48,5700.0,610.74,3.0,5.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1604,1033965,41.24,17,27,0.96,1024521.0,41.25,11.0,16.0,0.97,9444.0,40.69,6.0,11.0,0.74,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1605,128024,13.45,5,5,0.38,128024.0,13.45,5.0,5.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1606,395987,3.19,4,6,0.86,395987.0,3.19,4.0,6.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1607,1313,8.58,3,3,0.74,1313.0,8.58,3.0,3.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1608,104653000,100.29,3,3,0.91,104653000.0,100.29,3.0,3.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1609,16300,1075.9,3,3,0.87,16300.0,1075.9,3.0,3.0,0.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1610,2615,16.49,3,5,0.43,0.0,0.0,0.0,0.0,0.0,2615.0,16.49,3.0,5.0,0.43,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1611,335000000,97.1,4,4,0.81,335000000.0,97.1,4.0,4.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1612,5722200,99.65,8,12,0.33,5722200.0,99.65,8.0,12.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1613,112611,76.11,3,21,0.39,0.0,0.0,0.0,0.0,0.0,112611.0,76.11,3.0,21.0,0.39,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1614,33202038,101.78,4,4,0.45,33202038.0,101.78,4.0,4.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1615,2220,16.28,4,4,0.44,2220.0,16.28,4.0,4.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1616,22919,29.99,17,22,0.44,7558.0,29.78,12.0,14.0,0.63,15361.0,30.1,5.0,8.0,0.82,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1617,146192,10.98,7,17,0.85,412.0,10.65,3.0,4.0,0.51,145780.0,10.98,4.0,13.0,0.85,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1618,17246,28.94,5,7,0.55,17246.0,28.94,5.0,7.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1619,58661,14.26,4,4,0.3,58661.0,14.26,4.0,4.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1620,6697,19.28,3,3,0.78,6697.0,19.28,3.0,3.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1621,54739000,90.76,5,7,0.68,54739000.0,90.76,5.0,7.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1623,2814,1.95,3,3,0.37,2814.0,1.95,3.0,3.0,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1624,21000000,99.84,8,13,0.21,9500000.0,99.83,3.0,4.0,0.59,11500000.0,99.84,5.0,9.0,0.28,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1625,33671,22.75,12,20,0.44,2302.0,22.37,4.0,6.0,0.61,31369.0,22.78,8.0,14.0,0.51,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1626,30779,272.95,29,63,0.17,14002.0,273.09,19.0,42.0,0.37,16777.0,272.83,10.0,21.0,0.31,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1627,62388,14.07,5,5,0.27,62388.0,14.07,5.0,5.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1628,30563,75.96,6,10,0.46,30563.0,75.96,6.0,10.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1629,116700,381.44,3,5,0.66,116700.0,381.44,3.0,5.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1630,169667,15.6,5,6,0.27,169667.0,15.6,5.0,6.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1631,1419058,7.7,12,13,0.55,1419058.0,7.7,12.0,13.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1632,646776,52.94,53,93,0.19,333934.0,52.9,39.0,65.0,0.5,312709.0,52.98,11.0,25.0,0.24,133.0,53.12,3.0,3.0,0.71,1,0,1,0
1633,63951,2110.3,13,16,0.28,60891.0,2111.42,10.0,12.0,0.3,3060.0,2088.1,3.0,4.0,0.39,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1634,1763,250.77,6,8,0.4,587.0,250.56,3.0,3.0,0.91,1176.0,250.87,3.0,5.0,0.67,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1635,5,118226.1,3,3,0.44,5.0,118226.1,3.0,3.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1636,2080000,101.43,3,4,0.68,2080000.0,101.43,3.0,4.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1637,13519,84.63,21,33,0.3,13390.0,84.64,18.0,30.0,0.3,129.0,83.53,3.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1638,892278,5.68,3,4,0.57,892278.0,5.68,3.0,4.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1639,49100,29.06,4,4,0.36,49100.0,29.06,4.0,4.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1640,2060000,107.43,4,4,0.34,2060000.0,107.43,4.0,4.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1641,464600,1.41,9,12,0.24,464600.0,1.41,9.0,12.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1642,156536000,98.13,7,9,0.68,156536000.0,98.13,7.0,9.0,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1643,13280,14.85,6,19,0.63,13280.0,14.85,6.0,19.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1644,16274,2.01,3,3,0.46,16274.0,2.01,3.0,3.0,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1645,193581,63.57,19,101,0.34,40418.0,63.75,10.0,20.0,0.73,153163.0,63.53,9.0,81.0,0.49,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1646,539000,100.15,3,4,0.48,539000.0,100.15,3.0,4.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1647,44433000,125.26,4,4,0.72,44433000.0,125.26,4.0,4.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1648,41856,34.59,3,3,0.54,41856.0,34.59,3.0,3.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1649,439159,2.1,5,5,0.57,439159.0,2.1,5.0,5.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1650,110753,25.67,9,13,0.19,79548.0,25.67,6.0,6.0,0.28,31205.0,25.67,3.0,7.0,0.61,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1651,168050,0.72,4,4,0.69,168050.0,0.72,4.0,4.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1652,4666,16.98,3,3,0.72,4666.0,16.98,3.0,3.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1654,96,138842.5,9,11,0.36,96.0,138842.5,9.0,11.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1656,89380000,99.89,3,3,0.64,89380000.0,99.89,3.0,3.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1657,45314,40.72,23,28,0.32,7849.0,40.95,12.0,15.0,0.26,37465.0,40.67,11.0,13.0,0.46,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1658,656651,4.62,5,15,0.58,0.0,0.0,0.0,0.0,0.0,656651.0,4.62,5.0,15.0,0.58,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1659,307251,25.12,10,13,0.65,307251.0,25.12,10.0,13.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1660,186246,1.03,3,3,0.78,186246.0,1.03,3.0,3.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1661,4015000,94.83,3,3,0.84,4015000.0,94.83,3.0,3.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1663,34883,29.63,7,10,0.42,34883.0,29.63,7.0,10.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1664,38570,10.4,3,3,0.63,0.0,0.0,0.0,0.0,0.0,38570.0,10.4,3.0,3.0,0.63,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1666,572746,6.34,20,30,0.2,304197.0,6.39,15.0,21.0,0.33,268549.0,6.28,5.0,9.0,0.48,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1668,5285,102.95,3,5,0.85,5285.0,102.95,3.0,5.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1669,24923000,96.65,5,6,0.52,24923000.0,96.65,5.0,6.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1670,19771100,108.46,8,13,0.34,19771100.0,108.46,8.0,13.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1671,287006,33.86,7,11,0.27,287006.0,33.86,7.0,11.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1672,830468,18.97,10,10,0.25,830468.0,18.97,10.0,10.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1673,33562,131.75,15,17,0.2,33562.0,131.75,15.0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1674,7012,132.37,3,3,0.49,0.0,0.0,0.0,0.0,0.0,7012.0,132.37,3.0,3.0,0.49,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1675,1882282,0.56,7,9,0.55,1865225.0,0.57,4.0,4.0,0.56,17057.0,0.56,3.0,5.0,0.46,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1676,9000000,88.61,3,3,0.43,9000000.0,88.61,3.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1677,105100,21.95,4,5,0.4,105100.0,21.95,4.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1678,90500,3.61,4,5,0.48,90500.0,3.61,4.0,5.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1679,292636,120.14,45,78,0.23,219200.0,119.96,34.0,55.0,0.38,73436.0,120.68,11.0,23.0,0.2,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1680,405230,47.99,4,4,0.42,405230.0,47.99,4.0,4.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1681,2577,52.89,3,3,0.43,2577.0,52.89,3.0,3.0,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1683,1313817,63.71,10,13,0.7,1313817.0,63.71,10.0,13.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1684,1085000,106.11,4,5,0.47,1085000.0,106.11,4.0,5.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1686,4085000,105.22,4,4,0.57,4085000.0,105.22,4.0,4.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1688,6472,23.62,4,4,0.72,6472.0,23.62,4.0,4.0,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1689,2335000,107.31,5,5,0.93,2335000.0,107.31,5.0,5.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1690,183328,49.49,26,43,0.24,89596.0,49.62,15.0,25.0,0.64,93732.0,49.37,11.0,18.0,0.32,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1691,16734,8.97,3,5,0.58,16734.0,8.97,3.0,5.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1692,35500,2283.89,4,4,0.5,35500.0,2283.89,4.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1694,94059000,105.7,6,12,0.52,94059000.0,105.7,6.0,12.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1695,30788,248.0,20,28,0.18,27784.0,247.92,13.0,18.0,0.22,3004.0,248.82,7.0,10.0,0.35,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1697,392911,7.36,5,17,0.52,392911.0,7.36,5.0,17.0,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1698,2160906,18.74,7,8,0.33,1153660.0,18.69,4.0,4.0,0.67,1007246.0,18.8,3.0,4.0,0.66,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1700,521249,258.07,56,142,0.16,433476.0,257.89,42.0,74.0,0.21,87495.0,258.93,10.0,60.0,0.62,278.0,257.76,4.0,8.0,0.37,0,1,1,0
1701,971000,103.35,3,3,0.98,971000.0,103.35,3.0,3.0,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1702,339422,26.86,20,28,0.17,211389.0,27.25,15.0,20.0,0.26,128033.0,26.22,5.0,8.0,0.49,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1703,207360,25.23,29,36,0.09,189239.0,25.25,26.0,33.0,0.1,18121.0,25.03,3.0,3.0,0.81,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1705,63905,49.51,8,11,0.84,63905.0,49.51,8.0,11.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1706,68800,6.9,3,3,0.97,68800.0,6.9,3.0,3.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1707,822195,167.26,58,114,0.31,747515.0,167.44,41.0,87.0,0.37,69620.0,165.21,11.0,15.0,0.45,5060.0,168.99,6.0,12.0,0.47,1,0,1,0
1709,5152,50.81,3,3,0.42,5152.0,50.81,3.0,3.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1710,5211496,22.03,4,19,0.84,5211496.0,22.03,4.0,19.0,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1711,7364,96.17,16,21,0.23,5851.0,96.31,11.0,11.0,0.33,1513.0,95.63,5.0,10.0,0.58,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1713,70000000,100.0,3,3,0.56,70000000.0,100.0,3.0,3.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1716,51473619,103.76,12,17,0.18,30007349.0,104.39,8.0,12.0,0.3,21466270.0,102.86,4.0,5.0,0.43,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1717,290,16.19,4,6,0.41,290.0,16.19,4.0,6.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1718,38002,55.19,25,36,0.25,27589.0,55.25,18.0,23.0,0.4,10413.0,55.04,7.0,13.0,0.5,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1720,3886000,124.23,3,4,0.63,3886000.0,124.23,3.0,4.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1721,5967,71.32,3,3,0.76,5967.0,71.32,3.0,3.0,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1722,20398,44.76,24,35,0.23,18549.0,44.79,19.0,29.0,0.28,1849.0,44.46,5.0,6.0,0.65,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1725,278717000,95.42,4,4,0.92,278717000.0,95.42,4.0,4.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1726,4000000,100.95,3,3,0.48,4000000.0,100.95,3.0,3.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1727,364000,103.12,3,3,0.39,364000.0,103.12,3.0,3.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1728,347992,6.6,3,4,0.86,347992.0,6.6,3.0,4.0,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1729,1682,19.5,3,3,0.49,1682.0,19.5,3.0,3.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1730,6324,32.47,7,8,0.64,6324.0,32.47,7.0,8.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1731,6630962,4.77,41,63,0.09,4191449.0,4.78,36.0,54.0,0.09,2439513.0,4.76,5.0,9.0,0.44,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1733,166777,176.82,20,42,0.64,162383.0,176.83,12.0,30.0,0.68,4394.0,176.76,8.0,12.0,0.3,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1734,60787,78.28,25,43,0.43,53115.0,78.3,19.0,29.0,0.55,7672.0,78.09,6.0,14.0,0.47,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1735,67578,48.97,9,13,0.73,66154.0,48.98,6.0,9.0,0.76,1424.0,48.76,3.0,4.0,0.34,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1736,534346,11.48,19,26,0.34,157732.0,11.45,10.0,13.0,0.3,376614.0,11.49,9.0,13.0,0.64,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1737,4879,7.12,3,4,0.38,0.0,0.0,0.0,0.0,0.0,4879.0,7.12,3.0,4.0,0.38,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1738,11927000,105.18,5,5,0.4,11927000.0,105.18,5.0,5.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1739,286401,6.48,7,11,0.85,286401.0,6.48,7.0,11.0,0.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1740,433344,3800.97,30,41,0.11,356644.0,3800.14,26.0,36.0,0.14,76700.0,3804.82,4.0,5.0,0.52,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1741,36000,57.17,4,4,0.5,36000.0,57.17,4.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1744,33264,84.74,6,26,0.27,33264.0,84.74,6.0,26.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1745,93376908,102.69,7,8,0.49,93376908.0,102.69,7.0,8.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1746,140000000,100.0,5,5,0.32,140000000.0,100.0,5.0,5.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1747,489403,12.26,4,5,0.92,489403.0,12.26,4.0,5.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1748,984413,10.46,16,23,0.41,984413.0,10.46,16.0,23.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1749,1308961,4.98,5,10,0.79,1308961.0,4.98,5.0,10.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1750,4946592,1.8,19,25,0.2,4946592.0,1.8,19.0,25.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1751,78093,14.22,5,5,0.6,78093.0,14.22,5.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1752,2300000,98.82,3,3,0.77,2300000.0,98.82,3.0,3.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1
1753,48512,13.88,3,10,0.97,0.0,0.0,0.0,0.0,0.0,48512.0,13.88,3.0,10.0,0.97,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1754,1720000,100.08,4,4,0.77,1720000.0,100.08,4.0,4.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1755,9074900,87.94,12,13,0.31,9074900.0,87.94,12.0,13.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1757,1202707,166.86,110,353,0.23,1015878.0,166.87,84.0,194.0,0.3,182109.0,166.85,16.0,118.0,0.49,4720.0,166.98,10.0,41.0,0.32,1,0,1,0
1758,17256,11.49,3,3,0.75,17256.0,11.49,3.0,3.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1759,956165,4.21,8,10,0.49,956165.0,4.21,8.0,10.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1760,2499,72.23,4,5,0.33,2499.0,72.23,4.0,5.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,1,0
1761,1300000,120.22,3,3,0.49,1300000.0,120.22,3.0,3.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1
1762,1138000,62.02,9,12,0.33,1138000.0,62.02,9.0,12.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1763,157394,4634.03,22,32,0.13,139594.0,4635.72,17.0,26.0,0.16,17800.0,4620.82,5.0,6.0,0.32,0.0,0.0,0.0,0.0,0.0,1,0,1,0
1764,194745,50.22,20,43,0.36,186451.0,50.21,16.0,27.0,0.39,8294.0,50.31,4.0,16.0,0.98,0.0,0.0,0.0,0.0,0.0,1,0,1,0
